Shutterbug,http://music.163.com/song/media/outer/url?id=428203132.mp3
Candy Street,http://music.163.com/song/media/outer/url?id=17617368.mp3
Haven't Even Kissed,http://music.163.com/song/media/outer/url?id=17109374.mp3
Black and White,http://music.163.com/song/media/outer/url?id=429540258.mp3
Miss You Tonight（Cover 茶小姐和熊先生）,http://music.163.com/song/media/outer/url?id=447506014.mp3
One Match,http://music.163.com/song/media/outer/url?id=19094999.mp3
I Can,http://music.163.com/song/media/outer/url?id=21224493.mp3
Lucky,http://music.163.com/song/media/outer/url?id=497463179.mp3
Near or Far,http://music.163.com/song/media/outer/url?id=2414984.mp3
I Am You,http://music.163.com/song/media/outer/url?id=2919622.mp3
If A Song Could Get Me You,http://music.163.com/song/media/outer/url?id=5096294.mp3
Painting By Chagall,http://music.163.com/song/media/outer/url?id=19572276.mp3
Nothing Hurts Like This,http://music.163.com/song/media/outer/url?id=32069280.mp3
Sunny Day,http://music.163.com/song/media/outer/url?id=2786189.mp3
Gotta Have You,http://music.163.com/song/media/outer/url?id=19572271.mp3
Sing In The Rain,http://music.163.com/song/media/outer/url?id=17109372.mp3
Sunflower,http://music.163.com/song/media/outer/url?id=27899008.mp3
The Show,http://music.163.com/song/media/outer/url?id=16607998.mp3
Chaos,http://music.163.com/song/media/outer/url?id=34516568.mp3
Discover,http://music.163.com/song/media/outer/url?id=21224495.mp3
Even Though I'm A Woman,http://music.163.com/song/media/outer/url?id=19189445.mp3
South Wind,http://music.163.com/song/media/outer/url?id=416554193.mp3
I Could Be the One,http://music.163.com/song/media/outer/url?id=19724606.mp3
How To Break A Heart,http://music.163.com/song/media/outer/url?id=31192579.mp3
All Of Me,http://music.163.com/song/media/outer/url?id=2178185.mp3
Bitter Heart,http://music.163.com/song/media/outer/url?id=19900524.mp3
You've Got My Heart,http://music.163.com/song/media/outer/url?id=1068393.mp3
You Must Love Me,http://music.163.com/song/media/outer/url?id=18662465.mp3
Melancholy Astronautic Man - Original,http://music.163.com/song/media/outer/url?id=16426574.mp3
Enemy,http://music.163.com/song/media/outer/url?id=27579123.mp3
Nobody Knows,http://music.163.com/song/media/outer/url?id=29823025.mp3
Good Morning and Good Night,http://music.163.com/song/media/outer/url?id=3161527.mp3
Santa Baby,http://music.163.com/song/media/outer/url?id=37820826.mp3
The sign (Chillout Mix) - remix,http://music.163.com/song/media/outer/url?id=5063494.mp3
I Will Trust You,http://music.163.com/song/media/outer/url?id=19767598.mp3
Goldmine,http://music.163.com/song/media/outer/url?id=422094813.mp3
Don't Leave Me (Ne Me Quitte Pas),http://music.163.com/song/media/outer/url?id=21572439.mp3
Stuck Like Glue,http://music.163.com/song/media/outer/url?id=28347352.mp3
Ordinary Day,http://music.163.com/song/media/outer/url?id=3157058.mp3
Fuerteventura,http://music.163.com/song/media/outer/url?id=18680851.mp3
Still Here (String Version),http://music.163.com/song/media/outer/url?id=22502721.mp3
TV In Black And White (Version 2),http://music.163.com/song/media/outer/url?id=421160291.mp3
